customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
1084,Serena,Jagson,Female,54,5/18/1994,Accounting Assistant I,Retail,Affluent Customer,N,No,8
3403,Jessalyn,Zoellner,Female,27,5/14/1994,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,2
3011,Robena,Barks,Female,84,5/11/1994,Staff Scientist,Financial Services,High Net Worth,N,No,3
3012,Devland,Probart,U,81,5/11/1994,Technical Writer,IT,Mass Customer,N,Yes,10.65704063
3755,Stephen,Garnar,Male,38,5/10/1994,Chief Design Engineer,Financial Services,High Net Worth,N,Yes,7
1369,Ilka,Allabush,Female,51,5/8/1994,Civil Engineer,Manufacturing,Mass Customer,N,Yes,6
1411,Katrina,Coltart,Female,24,5/4/1994,Registered Nurse,Health,Mass Customer,N,Yes,5
1777,Lucinda,Jerok,Female,47,5/2/1994,Sales Representative,Retail,Affluent Customer,N,No,1
3688,Fritz,Le Merchant,Male,87,4/27/1994,General Manager,IT,Affluent Customer,N,Yes,5
2378,Aggi,Farncombe,Female,41,4/25/1994,Research Assistant II,Manufacturing,Affluent Customer,N,No,1
3353,Marina,Scorrer,Female,91,4/21/1994,Software Test Engineer II,Manufacturing,Mass Customer,N,Yes,1
1718,Eada,Coaster,Female,13,4/19/1994,Professor,Financial Services,High Net Worth,N,Yes,4
1358,Gerome,Whittock,Male,8,4/11/1994,Dental Hygienist,Health,High Net Worth,N,No,6
2849,Palm,Bartoszek,Male,65,3/27/1994,Director of Sales,Property,High Net Worth,N,Yes,2
3512,Vladimir,Abramowsky,Male,68,3/24/1994,VP Accounting,Financial Services,Mass Customer,N,Yes,8
3513,Enriqueta,Waterhowse,U,80,3/24/1994,Internal Auditor,IT,Affluent Customer,N,Yes,10.65704063
667,Nicoline,Samwayes,Female,62,3/19/1994,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,Yes,3
108,Kayle,Mingaud,Female,4,3/14/1994,Marketing Assistant,Financial Services,High Net Worth,N,No,3
573,Maurits,Kix,Male,39,3/7/1994,General Manager,Health,Mass Customer,N,No,2
2315,Pernell,MacCheyne,Male,25,3/1/1994,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,8
1264,Michail,Heart,Male,48,2/28/1994,Biostatistician I,Health,Mass Customer,N,Yes,7
3110,Fabien,Iacapucci,Male,14,2/11/1994,Community Outreach Specialist,IT,Affluent Customer,N,Yes,8
2859,Brandais,Goodlad,Female,98,2/4/1994,Assistant Professor,Argiculture,High Net Worth,N,No,5
3605,Andy,Risely,Male,54,1/28/1994,Internal Auditor,Health,Mass Customer,N,No,6
49,Nolly,Ownsworth,Male,63,1/26/1994,VP Quality Control,Health,Affluent Customer,N,No,1
964,Rhetta,Grellier,Female,35,1/24/1994,Assistant Professor,Financial Services,High Net Worth,N,No,6
1871,Shayna,McQuin,Female,52,1/23/1994,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8
1155,Janetta,Hartrick,Female,73,1/15/1994,VP Marketing,Property,Mass Customer,N,Yes,9
2724,Gerome,Dutteridge,Male,92,1/10/1994,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,4
1707,Alfonso,Readett,Male,18,1/2/1994,Cost Accountant,Financial Services,High Net Worth,N,No,7
2314,Ravid,Lapenna,Male,59,12/22/1993,Registered Nurse,Health,High Net Worth,N,Yes,7
2355,Shaughn,Fisbey,Male,87,12/19/1993,Operator,Manufacturing,Mass Customer,N,Yes,4
1427,Jodie,Juett,Male,14,12/9/1993,Environmental Specialist,Financial Services,High Net Worth,N,No,8
1658,Selina,Clow,Female,17,12/5/1993,Sales Representative,Retail,Mass Customer,N,Yes,5
3381,Bruce,Lackie,Male,26,11/20/1993,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,No,4
3780,Mitchel,Bellefant,Male,10,11/1/1993,Desktop Support Technician,Financial Services,High Net Worth,N,No,8
1966,Moshe,Nicholl,Male,75,10/31/1993,Chemical Engineer,Financial Services,High Net Worth,N,No,3
3723,Justine,Pirt,Female,31,10/22/1993,Accountant II,Financial Services,High Net Worth,N,No,7
1505,Cristian,Trounce,Male,90,10/21/1993,Recruiting Manager,Financial Services,Mass Customer,N,No,3
1543,Michaela,Andrasch,Female,25,10/13/1993,Database Administrator III,Health,High Net Worth,N,No,9
3232,Rose,Milsom,Female,7,10/10/1993,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9
1991,Tobe,Godrich,Male,35,9/27/1993,Research Nurse,Health,Mass Customer,N,Yes,8
1711,Marie-jeanne,Mattson,Female,81,9/26/1993,Dental Hygienist,Manufacturing,High Net Worth,N,Yes,7
1790,Vite,Molyneux,Male,90,9/25/1993,Budget/Accounting Analyst IV,Health,Affluent Customer,N,No,1
2197,Filip,Willows,Male,32,9/16/1993,Programmer Analyst I,Financial Services,Mass Customer,N,No,7
3450,Brooke,Durman,Female,85,9/16/1993,Safety Technician III,Retail,Mass Customer,N,No,6
111,Cele,Evason,Female,65,8/29/1993,Analyst Programmer,Financial Services,Mass Customer,N,No,2
531,Modesty,Fletcher,Female,94,8/26/1993,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1
3364,Trueman,Tythacott,Male,77,8/19/1993,Engineer IV,Manufacturing,Mass Customer,N,Yes,3
3365,Karlens,Chaffyn,U,29,8/19/1993,Engineer III,IT,Mass Customer,N,No,10.65704063
1246,Ibrahim,Wibrew,Male,94,8/10/1993,Geologist I,Manufacturing,High Net Worth,N,No,6
721,Harmonia,Cornock,Female,84,8/9/1993,Account Representative III,Retail,Affluent Customer,N,Yes,1
218,Stefa,Dunnan,Female,37,8/6/1993,Administrative Officer,Property,High Net Worth,N,Yes,8
2209,Rriocard,Gavan,Male,4,8/4/1993,Registered Nurse,Health,Affluent Customer,N,Yes,3
3401,Cristie,Childes,Female,92,7/28/1993,Tax Accountant,Telecommunications,Mass Customer,N,Yes,4
2008,Jamill,Cudd,Male,77,7/27/1993,Analyst Programmer,Financial Services,Mass Customer,N,Yes,3
2533,Harper,Ioannidis,Male,11,7/26/1993,Speech Pathologist,Health,Affluent Customer,N,Yes,5
755,Baily,Imison,Male,31,7/13/1993,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4
1835,Rodrigo,Felce,Male,48,6/30/1993,Financial Advisor,Financial Services,Affluent Customer,N,Yes,1
1165,Fanni,Wakelin,Female,58,6/23/1993,Administrative Assistant IV,Financial Services,High Net Worth,N,No,2
2374,Dolf,Baudichon,Male,6,6/15/1993,Design Engineer,Financial Services,Mass Customer,N,No,9
3211,Betsy,Cosh,Female,52,6/12/1993,Automation Specialist II,Health,High Net Worth,N,Yes,7
3272,Bar,Frankcom,Male,75,6/4/1993,Payment Adjustment Coordinator,Property,Affluent Customer,N,No,9
3791,Bertrand,Sissons,Male,17,5/26/1993,Quality Control Specialist,Health,Affluent Customer,N,No,6
654,Noelani,Andreuzzi,Female,2,5/19/1993,Administrative Officer,Manufacturing,Affluent Customer,N,No,5
2112,Aubrie,Glaum,Female,64,5/17/1993,Accounting Assistant I,Financial Services,Mass Customer,N,Yes,6
3707,Marten,Posnette,Male,10,5/16/1993,Senior Editor,Retail,Mass Customer,N,Yes,4
1357,Waylin,Eassom,Male,69,5/14/1993,Research Nurse,Health,High Net Worth,N,No,6
1489,Mead,Wollard,Male,17,5/13/1993,Teacher,Health,Mass Customer,N,No,4
535,Gracie,Merrifield,Female,67,5/4/1993,Recruiting Manager,Retail,Affluent Customer,N,No,3
3395,Sigmund,Fishbourn,Male,76,4/19/1993,Research Assistant I,Financial Services,Mass Customer,N,No,3
2303,Alair,Combe,Male,22,4/13/1993,Database Administrator IV,Retail,Mass Customer,N,Yes,4
3236,Edsel,Arguile,Male,37,4/1/1993,Assistant Manager,Manufacturing,Mass Customer,N,Yes,5
3375,Thorsten,Gregon,Male,37,3/21/1993,Accounting Assistant I,Financial Services,High Net Worth,N,Yes,6
2123,Shirley,Negal,Female,36,3/19/1993,Software Engineer II,Manufacturing,Affluent Customer,N,No,2
3137,Cathlene,Brennon,Female,48,3/13/1993,Web Designer III,Retail,Mass Customer,N,No,9
2344,Wat,Robelin,Male,93,3/4/1993,Nurse,Financial Services,Mass Customer,N,Yes,7
70,Foster,Vannoort,Male,78,2/27/1993,Paralegal,Financial Services,Affluent Customer,N,No,8
1359,Estrella,Carwithen,Female,54,2/24/1993,Help Desk Technician,Retail,Mass Customer,N,No,6
657,Hoyt,Lebreton,Male,66,2/18/1993,Safety Technician II,Manufacturing,Affluent Customer,N,No,10
3702,Floyd,Meharry,Male,74,2/18/1993,Biostatistician IV,Health,Mass Customer,N,No,10
2674,Lynsey,Broady,Female,59,2/12/1993,Food Chemist,Health,High Net Worth,N,No,5
1601,Nita,McCarthy,Female,45,2/11/1993,Desktop Support Technician,Manufacturing,Affluent Customer,N,No,1
3713,Cynthy,Snoad,Female,72,2/3/1993,VP Sales,Telecommunications,High Net Worth,N,Yes,8
1159,Elbert,Bridgement,Male,94,1/28/1993,Librarian,Entertainment,Mass Customer,N,No,1
2368,Rowe,Losbie,Female,98,1/22/1993,Chemical Engineer,Manufacturing,Mass Customer,N,No,10
3118,Cleveland,Coxon,Male,54,1/22/1993,Occupational Therapist,Health,High Net Worth,N,No,9
3214,Cindelyn,Balas,Female,2,1/21/1993,Software Engineer III,Financial Services,Mass Customer,N,Yes,9
3769,Kerry,Wooldridge,Male,40,1/19/1993,Desktop Support Technician,Health,High Net Worth,N,Yes,5
2736,Max,Awcock,Male,40,1/18/1993,Accounting Assistant IV,Financial Services,Affluent Customer,N,Yes,9
777,Wolfgang,Tarrier,Male,2,1/9/1993,Paralegal,Financial Services,High Net Worth,N,No,4
2928,Cedric,Layzell,Male,92,12/27/1992,Office Assistant I,Manufacturing,Mass Customer,N,No,5
2448,Lorri,Iston,Female,5,12/18/1992,Structural Analysis Engineer,Property,High Net Worth,N,No,10
239,Wells,Pressman,Male,62,12/13/1992,Registered Nurse,Health,Affluent Customer,N,No,3
2970,Cassi,Noades,Female,64,12/8/1992,Software Consultant,Financial Services,Mass Customer,N,No,5
3959,Dannie,Sowray,Male,76,12/7/1992,Recruiter,Financial Services,Mass Customer,N,No,3
1478,Fulton,Blayney,Male,40,12/5/1992,VP Quality Control,Financial Services,High Net Worth,N,No,9
601,Ken,Renfree,Male,56,12/4/1992,Senior Quality Engineer,Retail,High Net Worth,N,Yes,4
2789,Violetta,Bucksey,Female,66,11/30/1992,Senior Editor,Financial Services,Affluent Customer,N,Yes,7
2762,Rozamond,Franceschino,Female,34,11/27/1992,Actuary,Manufacturing,Mass Customer,N,No,9
626,Albrecht,Forty,Male,12,11/24/1992,Geological Engineer,Manufacturing,Mass Customer,N,No,2
182,Lydon,Dahlman,Male,99,11/20/1992,Sales Associate,Financial Services,Affluent Customer,N,Yes,7
670,Janifer,Pountain,Female,75,11/9/1992,Business Systems Development Analyst,Retail,Affluent Customer,N,No,8
1912,Hall,Grouer,Male,36,11/4/1992,Account Coordinator,Manufacturing,High Net Worth,N,No,7
47,Matthew,Jeaycock,Male,51,10/22/1992,Registered Nurse,Health,Affluent Customer,N,No,2
126,Norman,Cliff,Male,53,10/15/1992,Administrative Officer,Health,Mass Customer,N,Yes,3
1866,Huberto,Bazylets,Male,27,10/7/1992,Marketing Manager,Manufacturing,Mass Customer,N,No,2
2525,Hans,Ison,Male,25,10/3/1992,Cost Accountant,Financial Services,Mass Customer,N,No,8
592,Edik,Connichie,Male,73,9/24/1992,VP Sales,Manufacturing,Mass Customer,N,No,2
249,D'arcy,Slay,Male,65,9/13/1992,Quality Control Specialist,IT,High Net Worth,N,No,9
3552,Ebeneser,Lowde,Male,33,9/7/1992,Internal Auditor,Retail,Affluent Customer,N,Yes,9
2840,Wallie,Baitman,Male,63,9/4/1992,Recruiter,Manufacturing,Mass Customer,N,Yes,9
1146,Hadleigh,Birley,Male,88,8/31/1992,Assistant Professor,Financial Services,High Net Worth,N,No,8
2453,Ruthe,Campe,Female,22,8/5/1992,Safety Technician II,Telecommunications,High Net Worth,N,No,9
3142,Hubert,Kliner,Male,98,8/4/1992,Electrical Engineer,Manufacturing,Mass Customer,N,No,6
3032,Renado,Wonfor,Male,53,8/2/1992,Analog Circuit Design manager,Health,Affluent Customer,N,Yes,5
806,Carter,Kaesmakers,Male,66,7/28/1992,Sales Representative,Retail,Mass Customer,N,Yes,7
1620,Jerrold,Bernetti,Male,18,7/27/1992,Structural Analysis Engineer,Financial Services,High Net Worth,N,Yes,2
1455,Cleo,Wattam,Female,2,7/26/1992,Software Engineer I,Property,Affluent Customer,N,No,8
2275,Ursulina,Carter,Female,77,7/19/1992,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,8
2255,Iorgo,Krol,Male,92,7/11/1992,Dental Hygienist,Health,Affluent Customer,N,Yes,5
2107,Dre,Ferrillo,Female,2,7/10/1992,Biostatistician IV,IT,Affluent Customer,N,Yes,4
1873,Raul,Cabrer,Male,49,7/9/1992,General Manager,Manufacturing,Affluent Customer,N,Yes,4
3961,Gertie,Caser,Female,11,7/5/1992,Recruiter,Health,High Net Worth,N,Yes,5
2906,Ivory,MacKnocker,Female,93,7/2/1992,GIS Technical Architect,Retail,Mass Customer,N,Yes,4
2805,Laverna,Shiril,Female,0,6/27/1992,Programmer Analyst II,Manufacturing,High Net Worth,N,No,4
2250,De witt,Gleave,Male,72,6/26/1992,Teacher,Telecommunications,High Net Worth,N,No,7
1113,Dorie,Willock,Male,45,6/24/1992,Recruiter,Property,Mass Customer,N,No,6
1980,Kenneth,Viall,Male,97,6/20/1992,Food Chemist,Health,High Net Worth,N,Yes,7
490,Lida,Boynton,Female,44,6/15/1992,Environmental Tech,Argiculture,Mass Customer,N,No,6
510,Sheilah,Blackmore,Female,61,6/15/1992,Dental Hygienist,Financial Services,Mass Customer,N,No,2
3732,Shawn,De Hooge,Female,47,6/7/1992,Research Associate,Manufacturing,Mass Customer,N,No,2
1024,Rhodia,D'Onise,Female,17,6/5/1992,Social Worker,Health,High Net Worth,N,Yes,2
2218,Madelena,Blincoe,Female,94,5/27/1992,Senior Sales Associate,Health,Affluent Customer,N,No,4
2322,Hazlett,Rosenschein,Male,72,5/24/1992,Biostatistician III,Health,Mass Customer,N,Yes,2
1941,Dmitri,Eleshenar,Male,83,5/23/1992,Librarian,Entertainment,Mass Customer,N,No,2
1638,Zachery,Monkhouse,Male,55,5/12/1992,Speech Pathologist,Financial Services,Mass Customer,N,Yes,10
3828,Tessy,Beefon,Female,81,5/12/1992,Dental Hygienist,Health,Mass Customer,N,No,6
2607,Laurent,Ainslee,Male,90,5/8/1992,Registered Nurse,Health,Affluent Customer,N,Yes,7
3679,Murielle,Klimkov,Female,72,5/5/1992,Developer II,Manufacturing,High Net Worth,N,No,6
258,Othella,Keher,Female,24,5/3/1992,Administrative Officer,Manufacturing,High Net Worth,N,No,9
1939,Pierce,Cheke,Male,81,5/3/1992,Safety Technician I,IT,Mass Customer,N,Yes,8
1584,Susanetta,O' Reagan,Female,93,4/27/1992,Legal Assistant,Manufacturing,Mass Customer,N,No,9
3839,Wallie,Christauffour,Female,78,4/25/1992,Account Executive,Manufacturing,High Net Worth,N,Yes,2
3856,Shane,Haseldine,Female,74,4/24/1992,Accounting Assistant III,Property,Affluent Customer,N,No,7
1365,Shurlocke,Pirie,Male,97,4/19/1992,Research Associate,Health,Mass Customer,N,No,3
3250,Hussein,Ticic,Male,27,4/16/1992,Safety Technician II,Argiculture,High Net Worth,N,Yes,4
176,Angelo,Clayal,Male,39,4/13/1992,Accountant I,Property,Mass Customer,N,No,10
1128,Kirsten,Longman,Female,47,4/12/1992,Financial Advisor,Financial Services,Mass Customer,N,Yes,8
500,Lazar,Crathern,Male,19,4/11/1992,Recruiting Manager,Retail,Affluent Customer,N,Yes,10
817,Niel,Abilowitz,Male,38,4/8/1992,Editor,Financial Services,Mass Customer,N,Yes,6
3093,Harwilll,Crimes,Male,31,4/1/1992,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,6
602,Lebbie,Bruck,Female,0,3/28/1992,Office Assistant II,Retail,High Net Worth,N,Yes,9
1194,Audry,Scurrey,Female,69,3/25/1992,Junior Executive,Telecommunications,Affluent Customer,N,No,3
242,Taite,Droghan,Male,17,3/20/1992,Nurse,Property,Affluent Customer,N,No,8
2351,Felicity,Beirne,Female,35,3/15/1992,Assistant Professor,Retail,Affluent Customer,N,Yes,10
3736,Charles,Brounfield,Male,64,3/13/1992,Senior Developer,Argiculture,Mass Customer,N,Yes,10
1563,Crosby,Claeskens,Male,39,3/10/1992,Account Representative IV,Property,Mass Customer,N,No,9
2029,Charlie,Hastilow,Male,10,3/10/1992,Nurse,Manufacturing,Mass Customer,N,No,7
1202,Rollie,Mellhuish,Male,90,2/26/1992,Sales Representative,Retail,Mass Customer,N,Yes,8
2077,Tobe,Lindroos,Female,67,2/26/1992,Cost Accountant,Financial Services,Mass Customer,N,Yes,7
779,Maddy,Larrat,Female,1,2/10/1992,Staff Accountant III,Health,High Net Worth,N,No,7
374,Valdemar,MacCoughen,Male,81,1/22/1992,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,8
871,Janka,Yesinin,Female,40,1/20/1992,Structural Engineer,Health,Mass Customer,N,Yes,5
3671,Crystie,Deshorts,Female,98,1/5/1992,Programmer Analyst III,Financial Services,Affluent Customer,N,No,7
2657,Coop,Stancer,Male,20,12/16/1991,Recruiter,Manufacturing,Mass Customer,N,No,5
3359,Duffy,Cotillard,Male,82,12/13/1991,Developer III,Manufacturing,Mass Customer,N,No,3
991,Lenna,Coales,Female,11,11/29/1991,Financial Analyst,Financial Services,Mass Customer,N,Yes,10
1301,Trix,Strelitzer,Female,17,11/25/1991,Structural Analysis Engineer,Health,Mass Customer,N,No,9
4000,Kippy,Oldland,Male,76,11/5/1991,Software Engineer IV,Manufacturing,Affluent Customer,N,No,11
455,Mile,Dionisii,Male,97,11/2/1991,Civil Engineer,Manufacturing,Mass Customer,N,Yes,5
3731,Jandy,Rodgers,Female,91,10/27/1991,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8
3150,Morissa,Wolfendell,Female,66,10/7/1991,Sales Associate,Financial Services,Mass Customer,N,No,5
3151,Thorn,Choffin,U,20,10/7/1991,Senior Developer,IT,Affluent Customer,N,Yes,10.65704063
3076,Merna,Eyers,Female,9,10/1/1991,Professor,Health,Mass Customer,N,Yes,4
3340,Torey,Beharrell,Male,61,9/29/1991,Physical Therapy Assistant,Health,Mass Customer,N,No,2
1138,Elli,Loxdale,Female,77,9/21/1991,Statistician I,Retail,Mass Customer,N,Yes,5
3346,Nadya,Callaghan,Female,61,9/11/1991,Software Consultant,Financial Services,High Net Worth,N,No,3
1412,Antonetta,Dumbrall,Female,20,9/4/1991,Tax Accountant,Health,Mass Customer,N,Yes,4
408,Kurtis,Baistow,Male,79,8/31/1991,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,11
3284,Jorrie,Cerman,Female,98,8/28/1991,Chief Design Engineer,Retail,Affluent Customer,N,No,2
3739,Gates,Nelthorpe,Female,59,8/27/1991,Environmental Tech,IT,High Net Worth,N,No,5
369,Alic,Trenear,Male,19,8/24/1991,Actuary,Financial Services,Mass Customer,N,Yes,9
1883,Jinny,Cawood,Female,6,8/13/1991,Software Consultant,Health,Mass Customer,N,No,6
3620,Gerry,Ackhurst,Male,21,7/30/1991,Computer Systems Analyst II,Retail,Mass Customer,N,No,5
1023,Iseabal,Fullbrook,Female,16,7/23/1991,Social Worker,Financial Services,Affluent Customer,N,Yes,6
2511,Jedidiah,Daulby,Male,20,7/12/1991,Technical Writer,Financial Services,Mass Customer,N,Yes,4
3391,Terrel,Kreuzer,Male,93,6/23/1991,Tax Accountant,Manufacturing,Mass Customer,N,No,7
916,Joycelin,Orrice,Female,18,6/18/1991,Recruiter,Entertainment,Affluent Customer,N,No,8
974,Mellicent,Dollin,Female,92,6/7/1991,Administrative Assistant IV,Health,Mass Customer,N,Yes,4
975,Goldarina,Rzehorz,U,26,6/7/1991,Automation Specialist IV,IT,Mass Customer,N,No,10.65704063
1696,Mose,Middler,Male,48,6/7/1991,Librarian,Entertainment,High Net Worth,N,No,2
2456,Reidar,Pullin,Male,9,5/29/1991,Sales Associate,Manufacturing,Mass Customer,N,No,10
847,Kelci,Morrison,Female,66,5/26/1991,Chief Design Engineer,Retail,High Net Worth,N,No,9
1695,Blanch,Leyshon,Female,11,5/18/1991,Environmental Specialist,IT,High Net Worth,N,Yes,4
3306,Iggy,Whorton,Male,50,5/17/1991,Compensation Analyst,Financial Services,Mass Customer,N,No,7
1558,Oberon,Scading,Male,14,5/12/1991,Information Systems Manager,Financial Services,Affluent Customer,N,No,2
1687,Chance,Maben,Male,16,5/9/1991,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,8
518,Bernhard,Senett,Male,60,4/28/1991,Database Administrator IV,Retail,Mass Customer,N,Yes,10
328,Bernice,Kings,Female,87,4/11/1991,Senior Developer,Manufacturing,Mass Customer,N,No,12
1703,Nerita,Keppie,Female,14,4/1/1991,Product Engineer,Telecommunications,Mass Customer,N,Yes,3
3061,Evie,Bendtsen,Female,51,3/18/1991,Office Assistant IV,Manufacturing,Affluent Customer,N,Yes,3
1110,Lazar,Cherryman,Male,73,3/17/1991,Information Systems Manager,Retail,High Net Worth,N,No,12
1300,Sisely,Strelitzer,Female,0,3/10/1991,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,9
246,Binny,Whight,Female,63,2/28/1991,Technical Writer,Manufacturing,High Net Worth,N,No,9
1127,Elly,Ormshaw,Female,30,2/27/1991,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,8
2578,Felice,McVane,Male,49,2/27/1991,Tax Accountant,Retail,High Net Worth,N,No,3
2611,Aeriel,Lejeune,Female,36,2/18/1991,Tax Accountant,Financial Services,Affluent Customer,N,No,9
271,Doll,Burtwell,Female,51,2/13/1991,Financial Advisor,Financial Services,Mass Customer,N,No,4
3574,Eileen,Eland,Female,33,2/5/1991,Clinical Specialist,Health,Mass Customer,N,No,6
283,Sari,Noye,Female,34,2/4/1991,Assistant Manager,Retail,Mass Customer,N,No,2
466,Jarad,Bauser,Male,84,1/27/1991,Human Resources Assistant I,Manufacturing,Affluent Customer,N,Yes,2
3373,Inna,Atack,Female,19,1/25/1991,Research Associate,Health,Mass Customer,N,No,5
3067,Veronique,Wash,Female,8,1/13/1991,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,9
3653,Devlen,Perrett,Male,7,1/4/1991,Environmental Specialist,Health,Mass Customer,N,Yes,8
3654,Kenyon,Paddefield,U,78,1/4/1991,Electrical Engineer,Manufacturing,Mass Customer,N,No,10.65704063
3068,Gill,Branney,Female,88,12/7/1990,Automation Specialist I,Manufacturing,Affluent Customer,N,No,1
2946,Paige,Bax,Male,14,11/21/1990,Internal Auditor,Property,Mass Customer,N,Yes,7
472,Kippy,Jessel,Female,38,11/16/1990,Internal Auditor,Financial Services,Mass Customer,N,Yes,8
2671,Bridget,Bussons,Female,11,11/9/1990,Analyst Programmer,Financial Services,Mass Customer,N,No,11
386,Ethelyn,Pincott,Female,63,10/27/1990,Senior Quality Engineer,Argiculture,Mass Customer,N,No,5
527,Lorilyn,Topaz,Female,81,10/19/1990,VP Quality Control,Financial Services,Mass Customer,N,Yes,9
544,Giacomo,Johanning,Male,51,10/12/1990,Structural Engineer,Manufacturing,High Net Worth,N,Yes,5
3699,Lillian,Somerfield,Female,40,10/8/1990,Recruiting Manager,Manufacturing,Mass Customer,N,No,5
1269,Ravid,Kilgallon,Male,56,8/25/1990,Account Coordinator,Property,High Net Worth,N,Yes,7
1515,Dietrich,Escott,Male,80,8/19/1990,Geological Engineer,Manufacturing,Mass Customer,N,Yes,2
900,Clevey,Ivamy,Male,48,8/7/1990,Associate Professor,Manufacturing,Mass Customer,N,Yes,5
3532,May,Birch,Female,27,7/24/1990,Media Manager I,Health,High Net Worth,N,Yes,7
3866,Theressa,Morfield,Female,56,7/18/1990,Structural Engineer,Health,Mass Customer,N,Yes,9
1511,Yves,Trehearne,Male,97,7/8/1990,Internal Auditor,Financial Services,Mass Customer,N,No,4
107,Pris,Stallebrass,Female,97,7/1/1990,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,9
2679,Padriac,Apple,Male,5,6/6/1990,Director of Sales,Financial Services,High Net Worth,N,No,10
3102,Paquito,Maitland,Male,37,6/4/1990,Assistant Manager,Property,Affluent Customer,N,No,2
2014,Sandye,Avraam,Female,49,5/25/1990,Associate Professor,Manufacturing,Mass Customer,N,Yes,8
2232,Nev,Malone,Male,69,5/7/1990,Help Desk Technician,Financial Services,Mass Customer,N,Yes,11
3617,Jessa,Milnthorpe,Female,11,5/6/1990,Structural Analysis Engineer,Manufacturing,Mass Customer,N,Yes,3
1162,Ambrose,Raiston,Male,29,4/13/1990,Marketing Assistant,Retail,Mass Customer,N,Yes,7
481,Marcella,Manzell,Female,68,4/12/1990,Programmer IV,Argiculture,Mass Customer,N,No,8
3044,Russell,Brittoner,Male,59,4/11/1990,Occupational Therapist,Health,Affluent Customer,N,Yes,19
410,Alicia,Townend,Female,14,4/9/1990,Structural Engineer,Health,Mass Customer,N,Yes,11
574,Gerard,Steketee,Male,95,4/9/1990,Senior Cost Accountant,Financial Services,Mass Customer,N,No,20
1859,Melamie,Hardman,Female,81,4/8/1990,Accountant IV,IT,High Net Worth,N,Yes,12
836,Clemence,Vautre,Female,33,4/2/1990,Actuary,Financial Services,Mass Customer,N,Yes,9
3632,Elena,Sandys,Female,82,3/27/1990,Teacher,IT,Mass Customer,N,No,9
1502,Margalit,Handrick,Female,52,3/26/1990,Design Engineer,Financial Services,Affluent Customer,N,Yes,11
276,Goldi,Dwine,Female,47,3/25/1990,VP Product Management,Financial Services,Mass Customer,N,No,22
2899,Leora,Sanderson,Female,13,3/21/1990,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,4
2955,Stuart,Dutnell,Male,74,3/19/1990,Community Outreach Specialist,Financial Services,High Net Worth,N,No,13
3563,De,Leyband,Female,70,3/12/1990,Programmer Analyst IV,Financial Services,Affluent Customer,N,No,10
2563,Perla,Sabatier,Female,49,3/8/1990,Administrative Assistant IV,Retail,Mass Customer,N,Yes,20
1316,Steven,Castellaccio,Male,79,3/6/1990,Recruiter,Retail,High Net Worth,N,Yes,18
1022,Suzann,Wilks,Female,56,3/4/1990,Assistant Manager,Financial Services,Affluent Customer,N,Yes,14
1891,Neville,Bloyes,Male,6,3/2/1990,Marketing Manager,Retail,Mass Customer,N,Yes,19
1547,Chiquita,Billyard,Female,82,2/26/1990,Account Coordinator,Financial Services,Mass Customer,N,Yes,12
3747,Valerye,Yukhtin,Female,8,2/24/1990,Web Developer IV,Manufacturing,Mass Customer,N,Yes,10
3664,Faina,Czaja,Female,5,2/23/1990,Software Test Engineer I,Manufacturing,Mass Customer,N,Yes,7
700,Josias,Mulliner,Male,67,2/20/1990,Food Chemist,Financial Services,Mass Customer,N,No,4
3355,Cherin,Thireau,Female,50,2/19/1990,Staff Accountant I,Manufacturing,Mass Customer,N,No,3
823,Stesha,Morecombe,Female,91,2/17/1990,Internal Auditor,Manufacturing,Affluent Customer,N,No,9
2443,Towny,Python,Male,30,2/13/1990,Computer Systems Analyst I,Property,High Net Worth,N,No,20
432,Amby,Pentin,Male,83,2/12/1990,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10
1105,Sherman,McCusker,Male,39,2/10/1990,General Manager,Retail,Mass Customer,N,No,18
3253,Bernadine,Shakeshaft,Female,42,2/10/1990,Cost Accountant,Financial Services,High Net Worth,N,Yes,7
